order_time,delivery_time,driver_rating,food_type,distance_km,weather_condition,packaging_type,customer_past_complaints,city,complaint
10-07-2025 09:50,10-07-2025 10:47,4.9,Burger,5.27,Clear,Paper,5,Koregaon Park,1
09-07-2025 12:24,09-07-2025 13:03,2.3,Dessert,2.89,Storm,Plastic,0,Baner,1
08-07-2025 18:48,08-07-2025 19:56,2,Indian,8.13,Rain,Box,4,Pashan,1
09-07-2025 21:55,09-07-2025 22:58,4,Dessert,5.37,Rain,Foil,4,Baner,1
09-07-2025 08:01,09-07-2025 08:59,3.8,Burger,10.97,Fog,Plastic,0,Viman Nagar,1
10-07-2025 08:04,10-07-2025 08:57,4,Sandwich,14.12,Rain,Box,4,Hadapsar,1
09-07-2025 01:53,09-07-2025 02:36,4.7,Burger,3.13,Clear,Box,0,Aundh,0
08-07-2025 16:00,08-07-2025 16:56,1.1,Dessert,9.25,Rain,Plastic,2,Kharadi,0
08-07-2025 17:36,08-07-2025 18:01,4.9,Pizza,13.44,Clear,Plastic,5,Baner,1
09-07-2025 11:58,09-07-2025 13:02,3.5,Chinese,1.97,Storm,Plastic,5,Wakad,1
10-07-2025 04:42,10-07-2025 05:41,3.6,Dessert,14.73,Fog,Plastic,4,Pimple Saudagar,1
09-07-2025 05:57,09-07-2025 07:22,4.3,Chinese,7.55,Fog,Plastic,2,Baner,0
09-07-2025 10:53,09-07-2025 11:51,3.7,Sandwich,12.78,Clear,Foil,1,Kharadi,1
08-07-2025 16:45,08-07-2025 17:36,3.8,Chinese,14.27,Fog,Box,2,Baner,1
10-07-2025 04:40,10-07-2025 05:58,3.9,Sandwich,13.69,Storm,Paper,3,Koregaon Park,0
09-07-2025 04:44,09-07-2025 05:43,3.4,Burger,14.52,Rain,Foil,5,Pashan,1
10-07-2025 09:44,10-07-2025 11:06,1.5,Burger,3.98,Fog,Box,4,Koregaon Park,1
08-07-2025 23:03,09-07-2025 00:14,2.4,Sandwich,4.55,Clear,Foil,3,Pimple Saudagar,1
09-07-2025 11:49,09-07-2025 12:28,3.1,Burger,10.2,Storm,Plastic,3,Koregaon Park,1
10-07-2025 09:33,10-07-2025 10:16,1.2,Pizza,8.88,Clear,Foil,2,Pimple Saudagar,0
08-07-2025 20:43,08-07-2025 22:10,3.2,Sandwich,11.31,Storm,Paper,1,Hinjewadi,0
09-07-2025 03:31,09-07-2025 04:06,1.7,Chinese,8.64,Clear,Box,1,Kothrud,1
09-07-2025 02:17,09-07-2025 03:01,1.6,Burger,14.58,Fog,Box,1,Bavdhan,0
09-07-2025 03:44,09-07-2025 04:24,1.4,Dessert,14.06,Fog,Box,2,Magarpatta,1
08-07-2025 11:18,08-07-2025 11:41,3.4,Chinese,3.8,Rain,Plastic,4,Aundh,1
09-07-2025 03:03,09-07-2025 03:58,1.4,Burger,9.15,Rain,Foil,4,Shivaji Nagar,0
09-07-2025 11:05,09-07-2025 12:13,3.5,Sandwich,9.59,Clear,Foil,2,Aundh,0
09-07-2025 21:57,09-07-2025 22:19,1.9,Pizza,10.51,Clear,Paper,2,Pashan,0
09-07-2025 19:47,09-07-2025 20:53,3.7,Burger,13.13,Fog,Foil,3,Kharadi,1
09-07-2025 09:28,09-07-2025 10:44,3,Burger,3.94,Clear,Paper,5,Baner,1
09-07-2025 11:38,09-07-2025 12:47,2.9,Dessert,12.9,Storm,Foil,1,Shivaji Nagar,0
09-07-2025 23:13,09-07-2025 23:54,3.4,Chinese,13.13,Rain,Box,2,Shivaji Nagar,1
09-07-2025 20:23,09-07-2025 20:49,2.2,Burger,8.83,Rain,Box,0,Pimple Saudagar,0
10-07-2025 07:14,10-07-2025 08:17,1.8,Pizza,5.26,Storm,Box,3,Wakad,1
08-07-2025 15:25,08-07-2025 16:04,1.9,Chinese,7.34,Clear,Paper,0,Baner,0
09-07-2025 05:11,09-07-2025 05:38,3.2,Chinese,3.7,Fog,Paper,2,Pimple Saudagar,0
08-07-2025 11:57,08-07-2025 12:34,1,Indian,4.04,Storm,Plastic,0,Koregaon Park,1
08-07-2025 15:00,08-07-2025 15:43,3.8,Indian,5.45,Fog,Paper,1,Camp,0
09-07-2025 03:51,09-07-2025 04:16,2.5,Indian,1.5,Storm,Plastic,5,Shivaji Nagar,1
09-07-2025 18:20,09-07-2025 19:08,1,Chinese,10.16,Storm,Paper,2,Hadapsar,0
10-07-2025 04:06,10-07-2025 05:08,3.1,Dessert,3.91,Clear,Foil,0,Magarpatta,0
08-07-2025 20:26,08-07-2025 21:12,4.4,Chinese,12.83,Rain,Paper,3,Pashan,1
08-07-2025 22:29,08-07-2025 23:00,1.7,Indian,8.72,Rain,Plastic,3,Magarpatta,0
09-07-2025 22:18,09-07-2025 23:14,3.4,Sandwich,1.96,Rain,Foil,3,Pashan,1
09-07-2025 15:57,09-07-2025 16:35,4.8,Indian,3.24,Fog,Foil,3,Shivaji Nagar,1
09-07-2025 11:11,09-07-2025 11:58,4.3,Pizza,2.55,Rain,Foil,5,Hinjewadi,1
09-07-2025 09:04,09-07-2025 09:52,3.1,Burger,3.8,Storm,Paper,2,Viman Nagar,0
09-07-2025 10:54,09-07-2025 12:18,2.1,Burger,4.18,Storm,Plastic,1,Hadapsar,1
09-07-2025 12:07,09-07-2025 13:35,2.2,Pizza,14.3,Storm,Foil,1,Camp,1
09-07-2025 11:35,09-07-2025 12:29,3.3,Pizza,9.26,Clear,Foil,4,Pimple Saudagar,0
09-07-2025 10:19,09-07-2025 11:31,1.7,Pizza,12.25,Fog,Foil,1,Kothrud,1
09-07-2025 15:32,09-07-2025 16:34,2.9,Sandwich,1.27,Clear,Box,1,Pimple Saudagar,1
10-07-2025 09:30,10-07-2025 10:58,3.8,Pizza,10.82,Fog,Plastic,2,Wakad,0
10-07-2025 08:31,10-07-2025 09:49,3.9,Pizza,6.34,Storm,Box,5,Bavdhan,0
10-07-2025 10:17,10-07-2025 11:26,1.7,Burger,2.1,Rain,Plastic,0,Pimple Saudagar,0
10-07-2025 02:13,10-07-2025 02:53,4.7,Chinese,12.98,Storm,Foil,4,Aundh,0
08-07-2025 11:04,08-07-2025 11:36,4.9,Chinese,2.41,Storm,Paper,1,Camp,0
09-07-2025 14:45,09-07-2025 16:15,2.3,Burger,2.96,Rain,Box,4,Bavdhan,1
08-07-2025 11:03,08-07-2025 12:15,1.3,Chinese,3.59,Clear,Paper,3,Camp,1
09-07-2025 07:52,09-07-2025 09:07,4.2,Dessert,3.82,Rain,Foil,2,Magarpatta,0
09-07-2025 12:14,09-07-2025 13:18,5,Sandwich,7.27,Clear,Plastic,2,Kharadi,0
09-07-2025 08:55,09-07-2025 09:43,1.9,Burger,10.31,Rain,Plastic,4,Bavdhan,0
09-07-2025 00:49,09-07-2025 01:10,4.6,Pizza,6.89,Storm,Plastic,1,Camp,1
10-07-2025 01:39,10-07-2025 02:19,3.1,Burger,12.39,Storm,Foil,3,Kothrud,1
09-07-2025 22:33,09-07-2025 23:44,3.7,Indian,8.92,Rain,Plastic,5,Shivaji Nagar,0
08-07-2025 14:43,08-07-2025 15:16,4.8,Chinese,14.83,Rain,Foil,5,Kothrud,0
10-07-2025 09:16,10-07-2025 10:26,1.6,Pizza,4.9,Rain,Foil,2,Viman Nagar,1
08-07-2025 11:24,08-07-2025 12:16,1.8,Indian,1.9,Fog,Paper,5,Bavdhan,1
10-07-2025 05:53,10-07-2025 06:34,4.6,Dessert,8.96,Clear,Paper,5,Wakad,0
09-07-2025 01:30,09-07-2025 02:59,1.8,Indian,11.78,Fog,Foil,5,Kharadi,0
09-07-2025 21:56,09-07-2025 22:38,1,Indian,5.94,Fog,Paper,1,Wakad,1
09-07-2025 20:00,09-07-2025 20:56,1.6,Pizza,9.85,Clear,Plastic,0,Bavdhan,1
09-07-2025 23:16,10-07-2025 00:33,2.9,Sandwich,12.25,Clear,Paper,4,Bavdhan,1
09-07-2025 11:03,09-07-2025 12:22,1.7,Indian,12.54,Storm,Foil,3,Camp,0
08-07-2025 15:35,08-07-2025 16:16,4.7,Dessert,13.5,Storm,Plastic,1,Pashan,1
09-07-2025 03:37,09-07-2025 04:26,1.3,Chinese,1.26,Rain,Paper,0,Kothrud,1
09-07-2025 08:24,09-07-2025 09:12,1.3,Indian,10.53,Storm,Foil,4,Koregaon Park,1
09-07-2025 12:34,09-07-2025 13:59,3.2,Sandwich,10.23,Rain,Paper,0,Bavdhan,1
08-07-2025 22:09,08-07-2025 23:33,2.2,Sandwich,9.83,Rain,Plastic,3,Shivaji Nagar,1
08-07-2025 18:17,08-07-2025 19:09,1.7,Pizza,13.68,Clear,Paper,3,Bavdhan,1
09-07-2025 11:05,09-07-2025 12:04,2.3,Dessert,9.43,Clear,Box,3,Kharadi,1
08-07-2025 12:38,08-07-2025 14:07,3,Chinese,9.17,Fog,Foil,0,Hadapsar,0
10-07-2025 09:35,10-07-2025 10:49,2.8,Burger,1.15,Clear,Foil,2,Bavdhan,1
10-07-2025 05:41,10-07-2025 06:31,1.7,Dessert,1.02,Fog,Foil,1,Camp,0
10-07-2025 07:18,10-07-2025 08:24,2.5,Chinese,2.63,Storm,Paper,2,Kharadi,1
09-07-2025 13:34,09-07-2025 14:13,3.2,Sandwich,1.84,Clear,Box,5,Hinjewadi,1
09-07-2025 04:04,09-07-2025 04:34,4.1,Dessert,12.82,Fog,Plastic,1,Hadapsar,1
09-07-2025 03:10,09-07-2025 03:35,4.6,Pizza,14.39,Rain,Plastic,3,Pashan,1
08-07-2025 16:33,08-07-2025 17:33,2.2,Sandwich,9.38,Fog,Box,1,Pashan,1
08-07-2025 16:30,08-07-2025 17:23,4.2,Burger,1.1,Fog,Paper,2,Koregaon Park,0
09-07-2025 18:18,09-07-2025 18:59,1.5,Sandwich,1.74,Storm,Foil,2,Camp,0
09-07-2025 04:50,09-07-2025 05:18,2.6,Burger,8.13,Rain,Paper,2,Pimple Saudagar,1
10-07-2025 03:36,10-07-2025 04:07,3.5,Burger,12.72,Storm,Paper,4,Hadapsar,1
08-07-2025 23:48,09-07-2025 00:58,2.3,Pizza,5.71,Rain,Box,1,Kothrud,1
09-07-2025 19:11,09-07-2025 19:44,3.1,Chinese,8.73,Rain,Foil,3,Kharadi,1
09-07-2025 19:05,09-07-2025 20:29,3.3,Indian,14.28,Rain,Box,2,Hinjewadi,0
09-07-2025 15:46,09-07-2025 16:33,2.2,Chinese,10.47,Clear,Box,0,Kothrud,1
10-07-2025 10:01,10-07-2025 10:21,2.4,Burger,4.28,Storm,Plastic,4,Baner,1
09-07-2025 15:05,09-07-2025 16:02,1.6,Dessert,13.1,Storm,Paper,1,Shivaji Nagar,1
09-07-2025 19:04,09-07-2025 20:19,2.6,Sandwich,3.88,Storm,Paper,1,Aundh,1
09-07-2025 14:43,09-07-2025 15:30,3.7,Pizza,9.91,Fog,Box,1,Pimple Saudagar,0
10-07-2025 10:30,10-07-2025 11:21,1.6,Dessert,12.17,Storm,Plastic,2,Shivaji Nagar,0
08-07-2025 16:14,08-07-2025 17:02,2,Chinese,12.01,Storm,Box,5,Hinjewadi,1
08-07-2025 18:47,08-07-2025 19:45,4,Chinese,9.57,Rain,Foil,5,Koregaon Park,1
09-07-2025 03:20,09-07-2025 04:23,1.7,Burger,14.31,Rain,Foil,1,Kharadi,1
08-07-2025 16:44,08-07-2025 17:11,1.7,Chinese,12.11,Clear,Plastic,1,Hadapsar,1
08-07-2025 19:17,08-07-2025 20:11,3.4,Dessert,8.84,Storm,Paper,3,Viman Nagar,0
08-07-2025 12:10,08-07-2025 12:47,1.5,Chinese,10.37,Fog,Foil,5,Camp,0
08-07-2025 20:40,08-07-2025 21:15,1.7,Pizza,6.88,Storm,Box,0,Magarpatta,0
10-07-2025 07:18,10-07-2025 08:31,3.4,Indian,10.84,Clear,Box,4,Wakad,0
09-07-2025 10:42,09-07-2025 11:04,3.8,Sandwich,13.48,Rain,Foil,3,Viman Nagar,0
08-07-2025 23:11,09-07-2025 00:24,1.4,Chinese,8.55,Rain,Box,5,Hinjewadi,1
08-07-2025 21:51,08-07-2025 22:54,1.1,Pizza,7.79,Storm,Paper,2,Baner,0
09-07-2025 10:26,09-07-2025 11:33,4,Sandwich,14.61,Storm,Paper,1,Aundh,1
10-07-2025 08:48,10-07-2025 09:48,1.4,Sandwich,10.06,Rain,Foil,0,Baner,0
09-07-2025 09:40,09-07-2025 10:04,2.3,Dessert,10.73,Storm,Paper,3,Hadapsar,1
09-07-2025 21:20,09-07-2025 21:56,1.3,Burger,6.96,Fog,Box,3,Koregaon Park,1
09-07-2025 17:00,09-07-2025 17:44,4,Dessert,3.29,Fog,Foil,1,Aundh,0
08-07-2025 10:45,08-07-2025 11:25,3.6,Sandwich,12.11,Fog,Box,3,Shivaji Nagar,1
10-07-2025 04:20,10-07-2025 05:07,3.3,Burger,8.43,Storm,Foil,1,Pimple Saudagar,1
09-07-2025 09:21,09-07-2025 09:46,2.4,Burger,7.6,Storm,Paper,5,Pimple Saudagar,0
10-07-2025 02:19,10-07-2025 03:07,1.3,Pizza,11.04,Rain,Foil,4,Pimple Saudagar,1
09-07-2025 20:38,09-07-2025 21:10,3.9,Chinese,14.23,Rain,Paper,2,Pimple Saudagar,1
09-07-2025 09:56,09-07-2025 10:55,3.4,Burger,11.08,Storm,Plastic,4,Shivaji Nagar,1
09-07-2025 15:01,09-07-2025 15:37,2,Indian,13.58,Clear,Plastic,1,Viman Nagar,1
09-07-2025 03:18,09-07-2025 04:06,3.9,Pizza,14.86,Fog,Paper,3,Hadapsar,1
10-07-2025 00:31,10-07-2025 01:42,1.9,Indian,12.71,Rain,Box,5,Viman Nagar,1
10-07-2025 00:53,10-07-2025 01:17,4.6,Pizza,8.08,Clear,Plastic,2,Viman Nagar,0
09-07-2025 21:54,09-07-2025 22:55,2.8,Dessert,11.34,Storm,Foil,5,Camp,1
08-07-2025 20:44,08-07-2025 21:18,1.6,Dessert,11.26,Fog,Box,5,Shivaji Nagar,0
08-07-2025 20:28,08-07-2025 20:51,3.9,Indian,12.93,Fog,Foil,2,Baner,1
10-07-2025 09:31,10-07-2025 10:03,2.8,Pizza,3.32,Rain,Paper,5,Pashan,1
09-07-2025 16:40,09-07-2025 17:37,4.9,Dessert,8.91,Rain,Paper,0,Bavdhan,1
10-07-2025 08:49,10-07-2025 10:09,2.8,Chinese,1.46,Storm,Foil,2,Magarpatta,1
09-07-2025 14:32,09-07-2025 15:31,4.1,Sandwich,7.92,Rain,Box,3,Kothrud,0
09-07-2025 03:40,09-07-2025 04:35,3.6,Indian,4.12,Rain,Plastic,2,Hadapsar,0
09-07-2025 07:16,09-07-2025 07:55,3.3,Dessert,13.18,Fog,Foil,2,Koregaon Park,0
09-07-2025 09:24,09-07-2025 10:05,1.7,Burger,5.86,Clear,Plastic,3,Pimple Saudagar,0
09-07-2025 06:50,09-07-2025 07:38,4.3,Indian,10.71,Storm,Plastic,2,Hinjewadi,1
08-07-2025 19:13,08-07-2025 20:26,3.8,Pizza,5.77,Fog,Foil,1,Aundh,0
09-07-2025 12:43,09-07-2025 13:18,3.6,Pizza,2.79,Storm,Paper,2,Viman Nagar,1
10-07-2025 08:23,10-07-2025 08:57,1.4,Burger,3.8,Rain,Paper,3,Pimple Saudagar,1
09-07-2025 09:01,09-07-2025 10:09,1.9,Chinese,3.72,Rain,Plastic,4,Pimple Saudagar,0
08-07-2025 15:13,08-07-2025 15:35,2.5,Indian,3.18,Rain,Box,5,Magarpatta,0
09-07-2025 06:45,09-07-2025 07:12,3.7,Burger,11.08,Storm,Box,0,Koregaon Park,1
08-07-2025 20:37,08-07-2025 22:02,2.2,Pizza,8.99,Storm,Plastic,4,Magarpatta,0
09-07-2025 09:26,09-07-2025 10:32,1.5,Burger,1.35,Rain,Box,5,Baner,1
09-07-2025 04:52,09-07-2025 06:21,2.8,Sandwich,7.03,Rain,Foil,3,Hinjewadi,0
09-07-2025 16:15,09-07-2025 17:39,2.1,Chinese,14.92,Storm,Foil,0,Kothrud,1
09-07-2025 17:41,09-07-2025 18:53,3.2,Burger,10.06,Storm,Paper,3,Hinjewadi,0
09-07-2025 08:57,09-07-2025 09:31,3.4,Pizza,11.09,Clear,Paper,5,Pimple Saudagar,0
10-07-2025 02:03,10-07-2025 03:03,1.3,Dessert,7.58,Fog,Paper,4,Hadapsar,1
10-07-2025 03:23,10-07-2025 04:22,2.9,Burger,8.65,Fog,Foil,1,Hinjewadi,0
10-07-2025 03:44,10-07-2025 05:07,4.6,Chinese,14.99,Rain,Foil,2,Bavdhan,1
10-07-2025 06:04,10-07-2025 07:12,1.8,Sandwich,9.44,Rain,Foil,2,Viman Nagar,1
09-07-2025 16:45,09-07-2025 17:41,3.3,Sandwich,14.19,Storm,Box,0,Bavdhan,1
09-07-2025 16:30,09-07-2025 17:19,2.4,Dessert,3.64,Clear,Foil,1,Aundh,0
10-07-2025 02:49,10-07-2025 03:15,3.8,Indian,3.55,Fog,Plastic,0,Pashan,0
10-07-2025 05:19,10-07-2025 05:56,2.4,Indian,6.03,Fog,Box,5,Hadapsar,1
09-07-2025 06:41,09-07-2025 07:33,2.8,Chinese,6.88,Clear,Paper,0,Magarpatta,1
09-07-2025 07:20,09-07-2025 08:42,1.3,Sandwich,9.37,Rain,Plastic,5,Magarpatta,1
09-07-2025 15:26,09-07-2025 16:48,1.3,Chinese,7.41,Rain,Foil,0,Kharadi,1
09-07-2025 05:17,09-07-2025 05:59,2.4,Pizza,8.31,Clear,Plastic,1,Camp,0
09-07-2025 04:18,09-07-2025 04:47,2.2,Pizza,13.36,Fog,Foil,5,Kothrud,1
08-07-2025 16:55,08-07-2025 17:42,4.2,Pizza,9.5,Storm,Plastic,5,Pashan,1
10-07-2025 09:44,10-07-2025 10:26,4.9,Sandwich,10.13,Storm,Foil,4,Kothrud,1
08-07-2025 21:07,08-07-2025 22:31,1.3,Pizza,9.14,Rain,Plastic,1,Aundh,1
08-07-2025 21:26,08-07-2025 22:26,3.5,Burger,11.51,Rain,Plastic,1,Magarpatta,1
10-07-2025 06:31,10-07-2025 07:26,2.8,Burger,3.67,Fog,Box,0,Hinjewadi,1
09-07-2025 12:58,09-07-2025 14:10,2.1,Burger,5.32,Clear,Foil,0,Shivaji Nagar,0
09-07-2025 02:54,09-07-2025 03:19,4,Dessert,3.42,Clear,Foil,3,Hadapsar,0
09-07-2025 08:30,09-07-2025 09:16,1.3,Burger,7.17,Storm,Box,0,Baner,1
09-07-2025 00:09,09-07-2025 01:01,4.8,Sandwich,11.42,Fog,Box,2,Camp,1
08-07-2025 17:43,08-07-2025 18:04,3.3,Burger,14.19,Fog,Box,2,Kothrud,1
09-07-2025 00:27,09-07-2025 01:30,2.2,Sandwich,10.46,Clear,Box,3,Aundh,1
09-07-2025 23:06,10-07-2025 00:28,2.8,Sandwich,5.25,Fog,Foil,5,Camp,1
09-07-2025 19:46,09-07-2025 20:47,3.2,Sandwich,3.14,Clear,Paper,1,Aundh,0
09-07-2025 00:50,09-07-2025 01:37,3.2,Burger,5.53,Storm,Paper,5,Kothrud,0
10-07-2025 09:40,10-07-2025 10:50,2.1,Burger,10.41,Storm,Paper,4,Pashan,1
09-07-2025 23:03,09-07-2025 23:42,1,Pizza,13.15,Clear,Plastic,1,Magarpatta,1
08-07-2025 22:33,08-07-2025 23:16,1.6,Indian,5.12,Clear,Box,1,Kharadi,0
09-07-2025 07:08,09-07-2025 07:43,2.9,Pizza,13.5,Rain,Paper,3,Baner,1
08-07-2025 13:37,08-07-2025 14:12,1.8,Pizza,2.96,Clear,Paper,2,Kothrud,1
08-07-2025 17:44,08-07-2025 18:08,1.8,Sandwich,8.62,Fog,Foil,2,Kharadi,1
09-07-2025 02:05,09-07-2025 03:09,4.6,Sandwich,4.2,Storm,Paper,1,Kothrud,1
08-07-2025 16:20,08-07-2025 17:47,2,Dessert,12.53,Rain,Foil,2,Koregaon Park,0
09-07-2025 10:43,09-07-2025 12:08,2.9,Burger,13.41,Clear,Box,5,Hinjewadi,1
10-07-2025 07:31,10-07-2025 08:14,2.4,Sandwich,8.75,Fog,Foil,5,Hinjewadi,1
10-07-2025 04:02,10-07-2025 05:01,4.7,Pizza,11.6,Storm,Foil,0,Magarpatta,1
09-07-2025 17:09,09-07-2025 18:09,4.3,Chinese,3.25,Clear,Paper,1,Baner,0
08-07-2025 11:44,08-07-2025 12:55,4,Indian,3.89,Rain,Foil,4,Wakad,1
08-07-2025 21:26,08-07-2025 22:02,3.9,Pizza,12.25,Storm,Plastic,1,Pashan,1
08-07-2025 17:00,08-07-2025 17:48,1.8,Sandwich,9.58,Storm,Foil,0,Koregaon Park,1
08-07-2025 12:35,08-07-2025 13:36,3.8,Pizza,6.25,Storm,Paper,2,Hinjewadi,1
08-07-2025 22:08,08-07-2025 23:23,1.3,Burger,3.13,Fog,Plastic,0,Aundh,0
08-07-2025 17:10,08-07-2025 18:22,1.3,Pizza,8.15,Rain,Foil,0,Hinjewadi,0
09-07-2025 16:56,09-07-2025 17:38,1.8,Burger,11.36,Storm,Plastic,4,Aundh,1
09-07-2025 04:07,09-07-2025 05:13,1.7,Chinese,7.89,Storm,Plastic,3,Bavdhan,1
08-07-2025 10:55,08-07-2025 12:00,4.6,Sandwich,10.85,Fog,Paper,3,Aundh,0
09-07-2025 14:44,09-07-2025 15:25,2.3,Pizza,11.31,Clear,Plastic,4,Bavdhan,1
08-07-2025 19:06,08-07-2025 20:12,3.6,Indian,10.38,Storm,Box,5,Kothrud,0
09-07-2025 08:08,09-07-2025 09:30,4,Dessert,8.77,Fog,Foil,4,Koregaon Park,1
10-07-2025 04:50,10-07-2025 05:46,4.7,Pizza,14.2,Clear,Plastic,3,Koregaon Park,0
09-07-2025 02:21,09-07-2025 03:16,4.2,Chinese,10.85,Fog,Plastic,0,Wakad,0
09-07-2025 23:30,10-07-2025 00:22,4.4,Chinese,2.89,Clear,Plastic,0,Hadapsar,0
08-07-2025 11:25,08-07-2025 12:18,3.2,Dessert,6.6,Rain,Foil,1,Kharadi,1
08-07-2025 17:51,08-07-2025 18:12,4.8,Dessert,14.31,Fog,Foil,1,Wakad,1
09-07-2025 22:02,09-07-2025 22:46,2.2,Pizza,7.31,Fog,Plastic,1,Kharadi,1
08-07-2025 17:33,08-07-2025 18:02,3.1,Pizza,2.91,Fog,Paper,1,Hinjewadi,0
09-07-2025 19:13,09-07-2025 20:15,3.5,Indian,6.04,Storm,Paper,4,Magarpatta,1
09-07-2025 07:13,09-07-2025 08:27,3.2,Dessert,11.17,Rain,Box,1,Viman Nagar,1
08-07-2025 18:55,08-07-2025 20:25,3.7,Indian,9.41,Rain,Box,2,Hadapsar,0
09-07-2025 21:15,09-07-2025 22:32,4,Burger,13.79,Fog,Paper,3,Wakad,1
08-07-2025 14:59,08-07-2025 16:06,1.2,Indian,11.74,Rain,Box,2,Hadapsar,1
09-07-2025 13:09,09-07-2025 13:39,4.3,Burger,4.44,Clear,Plastic,0,Wakad,0
09-07-2025 09:32,09-07-2025 10:26,1.1,Chinese,8.76,Fog,Box,3,Magarpatta,1
10-07-2025 00:38,10-07-2025 01:11,1.7,Chinese,8.22,Storm,Foil,2,Kharadi,1
09-07-2025 02:21,09-07-2025 03:17,2.9,Indian,10.63,Rain,Paper,4,Aundh,0
08-07-2025 14:47,08-07-2025 15:25,3.1,Indian,14.78,Fog,Paper,5,Hinjewadi,1
09-07-2025 19:14,09-07-2025 20:17,4.4,Dessert,7.35,Rain,Paper,2,Magarpatta,0
08-07-2025 22:02,08-07-2025 23:23,4.4,Sandwich,2.16,Rain,Foil,3,Baner,1
09-07-2025 00:38,09-07-2025 01:49,2.9,Indian,8.69,Rain,Box,3,Wakad,1
08-07-2025 23:43,09-07-2025 00:08,4.9,Dessert,12.21,Fog,Paper,4,Hinjewadi,1
08-07-2025 12:27,08-07-2025 13:56,2.3,Dessert,7.15,Fog,Plastic,0,Aundh,1
10-07-2025 08:48,10-07-2025 09:22,2.5,Indian,2.64,Storm,Box,1,Hadapsar,0
10-07-2025 04:38,10-07-2025 05:37,1.5,Chinese,10.84,Storm,Foil,0,Shivaji Nagar,1
09-07-2025 11:10,09-07-2025 11:36,3.1,Sandwich,10.79,Storm,Paper,1,Bavdhan,1
08-07-2025 16:31,08-07-2025 17:10,1.7,Indian,12.84,Clear,Plastic,4,Pimple Saudagar,1
10-07-2025 01:44,10-07-2025 02:51,4.5,Pizza,8.84,Fog,Box,3,Koregaon Park,0
09-07-2025 12:03,09-07-2025 13:02,1.2,Chinese,13.13,Storm,Paper,5,Koregaon Park,0
